GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
Id,Id2,Geography,Total:,Male:,Male: - Under 5 years,Male: - 5 to 9 years,Male: - 10 to 14 years,Male: - 15 to 17 years,Male: - 18 and 19 years,Male: - 20 years,Male: - 21 years,Male: - 22 to 24 years,Male: - 25 to 29 years,Male: - 30 to 34 years,Male: - 35 to 39 years,Male: - 40 to 44 years,Male: - 45 to 49 years,Male: - 50 to 54 years,Male: - 55 to 59 years,Male: - 60 and 61 years,Male: - 62 to 64 years,Male: - 65 and 66 years,Male: - 67 to 69 years,Male: - 70 to 74 years,Male: - 75 to 79 years,Male: - 80 to 84 years,Male: - 85 years and over,Female:,Female: - Under 5 years,Female: - 5 to 9 years,Female: - 10 to 14 years,Female: - 15 to 17 years,Female: - 18 and 19 years,Female: - 20 years,Female: - 21 years,Female: - 22 to 24 years,Female: - 25 to 29 years,Female: - 30 to 34 years,Female: - 35 to 39 years,Female: - 40 to 44 years,Female: - 45 to 49 years,Female: - 50 to 54 years,Female: - 55 to 59 years,Female: - 60 and 61 years,Female: - 62 to 64 years,Female: - 65 and 66 years,Female: - 67 to 69 years,Female: - 70 to 74 years,Female: - 75 to 79 years,Female: - 80 to 84 years,Female: - 85 years and over
1500000US040134220022,040134220022,"Block Group 2, Census Tract 4220.02, Maricopa County, Arizona",1099,546,44,51,47,24,29,8,9,27,46,36,32,39,46,32,21,11,6,7,9,10,9,1,2,553,71,63,43,30,27,6,5,30,34,32,35,29,47,31,19,5,9,8,7,7,8,5,2
1500000US040134220023,040134220023,"Block Group 3, Census Tract 4220.02, Maricopa County, Arizona",1313,693,78,54,19,17,26,23,17,69,73,75,57,56,36,33,32,7,5,4,7,4,0,1,0,620,76,48,36,24,39,22,29,59,79,39,35,40,26,24,22,3,4,2,5,4,2,2,0
1500000US040134221021,040134221021,"Block Group 1, Census Tract 4221.02, Maricopa County, Arizona",1109,545,41,48,41,30,14,10,10,27,37,36,34,40,36,23,36,11,12,11,9,19,13,5,2,564,38,33,61,34,19,6,6,21,44,30,39,29,35,32,30,10,16,7,14,29,15,9,7
1500000US040134221022,040134221022,"Block Group 2, Census Tract 4221.02, Maricopa County, Arizona",2050,987,102,92,108,67,46,14,8,44,65,64,65,64,58,64,33,12,13,13,10,15,14,12,4,1063,125,87,101,56,42,23,19,41,82,53,80,61,64,53,47,13,20,12,14,25,22,15,8
1500000US040134221023,040134221023,"Block Group 3, Census Tract 4221.02, Maricopa County, Arizona",1195,552,22,14,7,2,5,9,15,34,49,36,26,15,36,25,33,14,34,19,30,44,28,34,21,643,27,8,11,5,12,22,12,35,38,32,21,15,29,38,57,23,41,21,40,46,51,34,25
1500000US040134221031,040134221031,"Block Group 1, Census Tract 4221.03, Maricopa County, Arizona",2023,983,95,59,42,23,44,47,24,128,162,92,70,58,48,26,23,21,8,2,4,2,2,2,1,1040,84,60,46,33,71,50,54,109,150,93,66,55,40,42,35,4,18,6,8,9,3,2,2
1500000US040134221032,040134221032,"Block Group 2, Census Tract 4221.03, Maricopa County, Arizona",1672,811,82,47,35,21,29,27,19,85,130,96,60,57,40,28,24,10,8,1,5,5,1,0,1,861,83,70,39,19,43,26,40,82,127,84,46,49,38,35,32,12,11,4,3,3,4,8,3
1500000US040134221033,040134221033,"Block Group 3, Census Tract 4221.03, Maricopa County, Arizona",1208,587,64,30,25,17,43,18,19,46,79,56,40,32,27,31,14,4,2,4,3,3,8,9,13,621,51,32,38,19,20,17,17,40,72,47,43,31,38,26,15,9,9,1,4,14,18,17,43
1500000US040134221041,040134221041,"Block Group 1, Census Tract 4221.04, Maricopa County, Arizona",943,495,46,40,31,13,16,5,16,34,53,56,48,44,37,24,11,6,4,4,2,3,1,1,0,448,66,39,18,13,10,8,12,45,56,34,40,25,29,17,19,4,4,1,0,5,1,2,0
1500000US040134221042,040134221042,"Block Group 2, Census Tract 4221.04, Maricopa County, Arizona",1139,619,33,23,19,15,17,15,11,34,77,59,55,67,44,50,35,11,23,5,11,6,6,1,2,520,34,27,15,11,16,14,14,37,59,42,38,42,40,35,32,9,9,7,11,9,7,8,4
1500000US040134221043,040134221043,"Block Group 3, Census Tract 4221.04, Maricopa County, Arizona",1070,572,28,34,42,22,23,7,10,38,73,50,40,45,39,39,30,5,17,5,6,9,3,1,6,498,33,25,33,12,13,8,9,28,43,52,29,24,49,31,32,12,16,9,7,14,5,6,8
1500000US040134221044,040134221044,"Block Group 4, Census Tract 4221.04, Maricopa County, Arizona",1047,535,58,50,30,18,13,9,17,32,55,34,29,40,53,27,19,2,10,8,5,12,9,2,3,512,48,37,41,19,17,5,7,29,52,35,48,30,23,30,20,6,14,3,11,17,7,3,10
1500000US040134221045,040134221045,"Block Group 5, Census Tract 4221.04, Maricopa County, Arizona",1608,820,82,71,61,31,15,13,17,47,95,70,64,60,51,45,29,11,16,11,10,11,6,2,2,788,77,79,69,34,22,8,5,28,73,87,65,40,47,37,32,14,11,15,14,15,6,6,4
1500000US040134221051,040134221051,"Block Group 1, Census Tract 4221.05, Maricopa County, Arizona",1545,769,81,77,61,45,24,10,12,33,65,70,50,46,54,42,35,14,10,6,8,17,4,4,1,776,67,70,64,51,17,13,12,30,64,62,72,46,54,45,27,20,16,13,8,11,10,2,2
1500000US040134221052,040134221052,"Block Group 2, Census Tract 4221.05, Maricopa County, Arizona",1633,929,62,45,30,28,64,48,33,69,105,86,69,49,48,49,44,12,22,17,18,19,6,4,2,704,44,54,31,20,24,19,11,43,75,61,57,42,48,48,45,11,16,10,13,12,10,6,4
1500000US040134221061,040134221061,"Block Group 1, Census Tract 4221.06, Maricopa County, Arizona",2769,1379,155,101,66,42,47,26,34,115,173,139,107,78,76,63,42,13,24,11,16,19,15,12,5,1390,180,107,79,39,43,22,34,111,151,116,93,61,69,68,57,20,31,21,25,22,21,8,12
1500000US040134221062,040134221062,"Block Group 2, Census Tract 4221.06, Maricopa County, Arizona",1517,836,82,71,59,35,21,15,14,46,85,80,57,60,61,60,30,24,10,2,7,6,5,2,4,681,87,61,37,26,17,8,15,44,76,44,63,64,37,31,23,8,10,6,6,10,2,4,2
1500000US040134221063,040134221063,"Block Group 3, Census Tract 4221.06, Maricopa County, Arizona",1338,627,86,70,67,46,19,5,11,35,55,56,41,27,34,33,10,2,5,2,4,5,6,6,2,711,102,69,81,33,24,14,13,38,80,53,50,33,31,31,19,5,8,4,5,7,4,3,4
1500000US040134221071,040134221071,"Block Group 1, Census Tract 4221.07, Maricopa County, Arizona",2428,1175,110,70,66,42,44,33,23,119,223,128,83,67,51,46,27,11,8,5,3,7,3,2,4,1253,102,85,50,32,50,39,38,104,185,141,76,82,68,71,45,19,10,7,11,11,14,7,6
1500000US040134221072,040134221072,"Block Group 2, Census Tract 4221.07, Maricopa County, Arizona",1260,637,88,53,26,10,29,29,18,76,79,54,32,29,44,31,20,5,8,1,2,1,1,0,1,623,71,54,41,14,19,24,16,67,75,54,37,33,32,32,31,3,5,3,1,6,1,0,4
1500000US040134222031,040134222031,"Block Group 1, Census Tract 4222.03, Maricopa County, Arizona",2592,1339,117,72,61,35,50,26,31,104,175,134,111,75,97,79,67,19,30,10,18,17,4,4,3,1253,122,73,52,32,43,29,32,110,156,105,78,82,93,90,53,15,21,18,9,14,9,10,7
1500000US040134222032,040134222032,"Block Group 2, Census Tract 4222.03, Maricopa County, Arizona",862,432,45,32,24,14,21,7,3,35,74,42,30,26,19,18,15,8,6,1,1,4,5,1,1,430,60,36,28,10,28,11,12,28,52,40,23,22,17,20,15,4,5,5,3,5,4,1,1
1500000US040134222033,040134222033,"Block Group 3, Census Tract 4222.03, Maricopa County, Arizona",1000,505,29,26,22,14,19,5,4,23,58,41,41,34,28,40,29,12,24,8,17,12,8,6,5,495,27,20,24,18,6,9,11,15,48,34,27,34,32,29,56,21,20,13,16,7,13,9,6
1500000US040134222041,040134222041,"Block Group 1, Census Tract 4222.04, Maricopa County, Arizona",1776,876,77,55,65,39,31,15,11,44,104,78,70,49,59,42,50,20,17,10,10,14,9,3,4,900,80,46,51,29,21,17,23,51,97,66,57,57,76,65,45,17,39,22,12,13,11,1,4
1500000US040134222042,040134222042,"Block Group 2, Census Tract 4222.04, Maricopa County, Arizona",1018,487,31,23,17,17,14,21,10,29,53,47,36,28,33,26,36,14,13,15,7,9,2,4,2,531,27,22,23,13,18,18,8,42,45,58,34,24,39,33,48,18,14,13,4,13,8,3,6
1500000US040134222051,040134222051,"Block Group 1, Census Tract 4222.05, Maricopa County, Arizona",1384,681,43,33,48,21,16,6,5,40,57,54,49,48,45,53,45,19,30,10,12,16,20,7,4,703,37,35,36,22,18,7,6,22,43,65,48,37,41,67,57,19,36,19,11,28,19,12,18
1500000US040134222091,040134222091,"Block Group 1, Census Tract 4222.09, Maricopa County, Arizona",1205,606,26,36,35,34,21,5,12,19,48,42,37,46,56,61,47,13,22,3,7,20,8,5,3,599,36,36,28,23,14,3,5,16,46,48,44,44,56,58,50,20,17,7,12,17,7,7,5
1500000US040134222092,040134222092,"Block Group 2, Census Tract 4222.09, Maricopa County, Arizona",2105,988,87,75,74,23,36,19,19,68,108,102,82,72,53,48,46,15,22,6,13,10,7,1,2,1117,93,77,79,42,30,13,21,69,115,109,99,67,64,68,51,22,27,20,8,10,11,6,16
1500000US040134222093,040134222093,"Block Group 3, Census Tract 4222.09, Maricopa County, Arizona",685,344,15,17,23,17,8,8,7,13,35,30,33,19,33,27,20,8,11,5,5,4,3,2,1,341,17,18,16,12,12,8,6,17,18,29,27,23,34,33,22,13,5,4,3,13,5,3,3
1500000US040134222094,040134222094,"Block Group 4, Census Tract 4222.09, Maricopa County, Arizona",610,294,24,11,10,7,8,6,3,22,47,39,23,13,22,23,10,7,3,6,4,2,4,0,0,316,25,15,12,12,7,6,3,22,31,31,23,32,22,18,16,4,6,2,8,10,6,3,2
1500000US040134222095,040134222095,"Block Group 5, Census Tract 4222.09, Maricopa County, Arizona",1915,937,94,62,59,29,30,19,16,85,116,111,86,70,43,41,32,15,8,4,2,4,6,4,1,978,96,75,54,39,36,24,16,73,116,91,73,75,55,47,43,15,9,6,9,11,6,3,6
1500000US040134222101,040134222101,"Block Group 1, Census Tract 4222.10, Maricopa County, Arizona",2275,1130,70,47,80,57,26,17,14,59,100,103,80,91,97,97,77,23,26,14,14,16,15,3,4,1145,61,73,74,57,30,12,19,42,96,73,90,91,107,92,81,25,32,11,21,24,13,7,14
1500000US040134222102,040134222102,"Block Group 2, Census Tract 4222.10, Maricopa County, Arizona",1812,939,50,52,75,42,22,16,16,47,61,60,66,71,87,95,53,28,30,9,12,22,16,0,9,873,48,52,47,46,20,9,8,37,56,52,53,71,71,80,73,26,35,15,18,26,11,6,13
1500000US040134222103,040134222103,"Block Group 3, Census Tract 4222.10, Maricopa County, Arizona",1227,634,44,53,60,22,27,10,4,27,40,55,48,55,50,50,39,13,11,4,8,7,4,3,0,593,19,32,31,27,21,9,7,22,51,59,54,43,51,56,39,17,13,6,13,9,7,5,2
1500000US040134222111,040134222111,"Block Group 1, Census Tract 4222.11, Maricopa County, Arizona",1170,582,25,31,29,25,17,12,13,24,35,34,32,38,52,66,54,17,24,7,17,13,10,3,4,588,25,26,22,23,25,4,5,20,36,42,28,43,49,67,64,17,23,5,15,17,11,9,12
1500000US040134222112,040134222112,"Block Group 2, Census Tract 4222.11, Maricopa County, Arizona",1509,689,43,30,36,26,20,11,6,13,44,45,35,32,57,63,52,20,35,12,16,26,16,27,24,820,25,29,34,22,20,6,5,23,55,46,38,49,53,77,80,31,33,17,22,24,32,39,60
1500000US040134222121,040134222121,"Block Group 1, Census Tract 4222.12, Maricopa County, Arizona",1396,653,33,29,28,19,12,9,13,39,67,59,35,42,49,42,43,26,31,13,24,19,8,9,4,743,34,28,30,19,20,10,7,31,57,51,39,64,65,49,68,17,43,29,23,21,11,13,14
1500000US040134222122,040134222122,"Block Group 2, Census Tract 4222.12, Maricopa County, Arizona",1855,948,34,39,65,46,24,15,10,42,41,40,32,54,75,85,99,42,47,49,35,36,18,12,8,907,29,29,41,28,11,6,13,16,55,27,39,62,67,99,117,41,64,25,35,38,27,22,16
1500000US040134222123,040134222123,"Block Group 3, Census Tract 4222.12, Maricopa County, Arizona",891,462,33,25,25,14,10,12,1,17,40,23,38,26,45,31,34,14,24,13,16,8,11,0,2,429,23,18,31,21,11,4,3,12,24,24,34,24,30,34,50,16,15,9,14,11,6,8,7
1500000US040134222131,040134222131,"Block Group 1, Census Tract 4222.13, Maricopa County, Arizona",1261,632,52,47,54,27,18,8,9,31,62,65,39,45,42,40,33,11,16,6,12,8,4,1,2,629,47,54,32,18,18,7,14,29,63,53,48,43,44,46,43,12,6,11,6,17,10,2,6
1500000US040134222132,040134222132,"Block Group 2, Census Tract 4222.13, Maricopa County, Arizona",1194,593,41,28,30,22,11,10,7,19,52,52,44,47,50,47,48,11,34,11,13,10,3,3,0,601,37,48,27,21,12,12,6,22,34,33,39,50,54,61,50,18,21,10,10,13,8,8,7
1500000US040134222151,040134222151,"Block Group 1, Census Tract 4222.15, Maricopa County, Arizona",2006,1030,76,60,70,51,31,18,12,52,84,82,102,64,71,70,80,18,32,9,14,15,8,8,3,976,63,61,63,35,36,11,9,43,83,71,79,71,79,77,79,19,20,14,18,13,9,17,6
1500000US040134222161,040134222161,"Block Group 1, Census Tract 4222.16, Maricopa County, Arizona",890,424,22,25,30,18,14,5,4,12,21,24,22,27,46,48,36,15,18,8,7,11,3,6,2,466,17,27,27,33,15,9,1,8,13,18,25,32,51,52,50,17,14,8,9,13,6,7,14
1500000US040134222162,040134222162,"Block Group 2, Census Tract 4222.16, Maricopa County, Arizona",1068,527,25,36,36,24,19,5,8,17,37,20,31,37,42,49,53,17,27,14,6,11,7,4,2,541,27,35,43,22,19,9,2,14,20,29,27,42,59,51,64,14,22,16,7,7,8,2,2
1500000US040134222163,040134222163,"Block Group 3, Census Tract 4222.16, Maricopa County, Arizona",1691,860,42,49,64,34,27,15,6,46,75,50,60,65,63,66,76,16,39,9,14,16,17,6,5,831,39,50,54,33,32,14,15,48,62,56,54,55,67,72,64,22,27,17,15,16,8,8,3
1500000US040134222164,040134222164,"Block Group 4, Census Tract 4222.16, Maricopa County, Arizona",1480,751,26,47,69,39,28,8,9,32,47,43,41,56,63,69,74,24,28,6,15,14,7,3,3,729,27,41,65,38,19,9,5,24,35,44,37,46,80,73,84,19,24,14,11,15,8,6,5
1500000US040134222171,040134222171,"Block Group 1, Census Tract 4222.17, Maricopa County, Arizona",2062,983,60,64,60,44,19,6,22,54,128,84,85,72,76,56,61,19,26,7,15,15,6,3,1,1079,63,57,60,46,30,14,16,75,110,99,79,76,80,66,70,24,36,13,20,21,13,4,7
1500000US040134222172,040134222172,"Block Group 2, Census Tract 4222.17, Maricopa County, Arizona",1465,700,28,29,47,41,23,14,10,29,51,41,46,55,79,57,52,18,24,11,10,18,10,3,4,765,39,49,64,37,17,9,10,25,54,51,55,45,75,73,63,20,25,8,14,15,5,7,5
1500000US040134222181,040134222181,"Block Group 1, Census Tract 4222.18, Maricopa County, Arizona",1262,669,50,49,59,35,27,6,8,31,52,52,47,35,53,49,45,16,16,10,2,10,10,4,3,593,36,30,43,24,16,14,9,27,42,47,46,42,48,57,32,21,19,3,10,10,6,7,4
1500000US040134222182,040134222182,"Block Group 2, Census Tract 4222.18, Maricopa County, Arizona",1833,938,57,43,54,41,38,18,16,54,114,77,75,85,59,64,47,16,30,12,9,14,10,2,3,895,69,47,51,37,23,12,14,47,90,81,62,43,63,59,79,27,30,7,13,12,9,5,15
1500000US040134222191,040134222191,"Block Group 1, Census Tract 4222.19, Maricopa County, Arizona",1090,535,29,30,42,17,14,11,9,31,47,46,44,50,57,34,30,14,5,3,4,10,4,1,3,555,20,28,26,23,14,10,3,24,59,56,49,47,49,37,33,11,21,7,12,14,4,6,2
1500000US040134222192,040134222192,"Block Group 2, Census Tract 4222.19, Maricopa County, Arizona",1833,931,60,51,56,36,30,12,16,46,102,78,71,95,76,68,58,17,17,10,6,13,3,7,3,902,38,39,50,26,37,18,14,42,97,76,64,68,75,67,67,22,37,12,8,24,6,10,5
1500000US040134222201,040134222201,"Block Group 1, Census Tract 4222.20, Maricopa County, Arizona",927,446,8,17,39,28,4,5,5,12,9,34,28,28,25,41,54,20,21,14,17,16,11,5,5,481,15,18,27,15,5,3,4,12,20,23,46,23,33,48,64,19,33,7,20,20,9,8,9
1500000US040134222202,040134222202,"Block Group 2, Census Tract 4222.20, Maricopa County, Arizona",1047,530,34,42,32,18,14,5,10,17,20,35,46,43,49,39,42,14,17,5,15,17,7,6,3,517,25,37,34,22,14,4,3,14,30,40,32,38,42,52,47,18,18,5,15,11,8,1,7
1500000US040134222211,040134222211,"Block Group 1, Census Tract 4222.21, Maricopa County, Arizona",1483,734,46,33,28,18,21,19,32,88,99,71,41,32,39,37,28,17,27,11,15,13,11,4,4,749,47,23,26,19,31,20,25,87,97,62,32,30,43,41,56,21,23,9,19,14,9,6,9
1500000US040134222212,040134222212,"Block Group 2, Census Tract 4222.21, Maricopa County, Arizona",912,446,22,30,34,21,12,3,2,20,26,36,25,30,35,24,41,16,29,5,11,9,5,10,0,466,31,31,42,24,8,4,6,14,23,30,29,35,30,31,47,15,19,8,10,12,4,11,2
1500000US040134222213,040134222213,"Block Group 3, Census Tract 4222.21, Maricopa County, Arizona",1680,784,64,54,42,18,23,12,14,59,120,75,57,31,48,41,41,18,19,12,17,7,5,2,5,896,53,50,48,29,28,14,19,62,122,87,54,50,44,62,54,25,26,9,14,9,10,15,12
1500000US040134222221,040134222221,"Block Group 1, Census Tract 4222.22, Maricopa County, Arizona",1231,593,33,36,39,29,19,9,11,31,56,50,46,40,28,42,39,14,20,9,11,18,9,1,3,638,46,45,39,21,12,11,12,30,65,40,38,37,45,44,48,16,36,5,13,11,9,6,9
1500000US040134222222,040134222222,"Block Group 2, Census Tract 4222.22, Maricopa County, Arizona",912,461,28,23,29,20,7,10,1,19,52,33,31,28,31,36,26,9,29,18,14,7,4,3,3,451,29,25,34,16,11,6,4,19,30,28,27,25,38,33,38,15,30,8,14,9,7,2,3
1500000US040134223011,040134223011,"Block Group 1, Census Tract 4223.01, Maricopa County, Arizona",1394,703,71,57,55,28,18,17,15,41,75,65,46,46,46,36,29,8,21,9,6,3,9,2,0,691,57,38,51,29,23,16,23,64,73,59,48,39,50,32,29,11,16,8,5,8,4,7,1
1500000US040134223012,040134223012,"Block Group 2, Census Tract 4223.01, Maricopa County, Arizona",2068,1038,129,123,106,50,45,27,17,53,49,74,66,66,52,53,49,9,15,11,13,12,12,4,3,1030,123,105,94,58,30,14,19,50,87,65,79,55,55,52,38,17,24,7,12,16,15,12,3
1500000US040134223013,040134223013,"Block Group 3, Census Tract 4223.01, Maricopa County, Arizona",2155,1179,113,125,111,128,30,13,17,47,93,93,82,78,64,49,44,16,15,13,11,12,10,10,5,976,93,100,97,78,24,12,16,41,75,83,60,67,55,35,36,19,20,10,15,15,10,9,6
1500000US040134223021,040134223021,"Block Group 1, Census Tract 4223.02, Maricopa County, Arizona",1248,618,65,52,48,37,17,10,8,40,48,47,48,41,28,42,34,8,12,7,13,4,6,2,1,630,40,60,56,32,32,11,12,23,42,41,48,34,44,40,38,9,18,13,10,10,2,6,9
1500000US040134223022,040134223022,"Block Group 2, Census Tract 4223.02, Maricopa County, Arizona",1227,614,53,55,56,34,28,6,14,25,43,58,39,30,26,38,42,11,17,10,10,6,6,7,0,613,53,60,46,27,17,7,13,25,41,38,38,34,46,42,50,11,18,9,8,12,6,6,6
1500000US040134223023,040134223023,"Block Group 3, Census Tract 4223.02, Maricopa County, Arizona",1618,780,87,38,64,21,25,14,17,58,119,74,69,48,36,34,31,6,5,9,9,8,4,2,2,838,63,47,38,25,20,27,31,83,109,92,54,47,59,34,36,15,18,7,10,7,8,5,3
1500000US040134223024,040134223024,"Block Group 4, Census Tract 4223.02, Maricopa County, Arizona",681,320,35,36,26,7,7,0,5,20,35,32,27,20,17,21,13,5,5,0,4,3,2,0,0,361,23,25,27,22,11,9,4,25,38,31,23,30,24,26,20,4,6,4,2,5,2,0,0
1500000US040134223041,040134223041,"Block Group 1, Census Tract 4223.04, Maricopa County, Arizona",1323,658,57,53,56,45,24,8,14,40,101,52,54,48,40,28,12,4,6,3,3,2,5,1,2,665,56,41,41,27,11,13,21,64,101,51,56,52,43,39,12,10,6,6,3,5,3,3,1
1500000US040134223042,040134223042,"Block Group 2, Census Tract 4223.04, Maricopa County, Arizona",1463,723,60,39,33,25,18,15,12,74,121,77,45,37,36,49,34,4,11,7,10,9,3,2,2,740,44,35,34,19,20,11,19,68,131,69,61,44,43,48,24,12,17,6,9,12,7,1,6
1500000US040134223051,040134223051,"Block Group 1, Census Tract 4223.05, Maricopa County, Arizona",667,317,9,15,24,12,6,2,3,11,10,11,13,24,29,33,31,11,22,6,12,7,13,7,6,350,13,17,25,17,5,3,4,13,10,12,14,34,31,38,26,16,30,10,4,11,14,1,2
1500000US040134223052,040134223052,"Block Group 2, Census Tract 4223.05, Maricopa County, Arizona",1725,842,36,63,87,46,26,11,11,29,35,30,59,66,86,79,65,20,29,10,20,18,8,5,3,883,47,67,71,51,32,10,10,20,36,53,59,76,80,94,60,23,26,15,13,13,14,9,4
1500000US040134223053,040134223053,"Block Group 3, Census Tract 4223.05, Maricopa County, Arizona",2018,951,52,62,47,36,25,13,14,39,99,59,58,62,58,92,72,30,31,11,28,34,12,11,6,1067,58,51,49,38,25,13,12,60,78,71,69,63,87,89,102,39,50,19,24,34,18,14,4
1500000US040134223054,040134223054,"Block Group 4, Census Tract 4223.05, Maricopa County, Arizona",1516,720,61,75,70,37,13,6,7,14,52,53,68,78,64,44,27,6,15,8,6,8,4,3,1,796,81,52,76,41,15,5,8,20,43,66,91,78,59,50,40,12,20,4,11,13,5,1,5
1500000US040134223071,040134223071,"Block Group 1, Census Tract 4223.07, Maricopa County, Arizona",949,493,42,39,51,19,12,6,6,16,23,43,45,42,38,36,21,6,10,11,6,12,2,4,3,456,30,38,36,21,10,3,10,11,24,31,34,47,41,28,25,12,12,6,12,9,4,4,8
1500000US040134223072,040134223072,"Block Group 2, Census Tract 4223.07, Maricopa County, Arizona",738,363,19,17,38,25,9,4,8,12,18,15,15,27,40,29,26,14,17,7,6,6,5,4,2,375,18,17,34,31,17,8,4,10,22,11,13,19,43,43,29,10,13,3,5,9,6,5,5
1500000US040134223073,040134223073,"Block Group 3, Census Tract 4223.07, Maricopa County, Arizona",1027,501,39,25,37,27,9,5,7,7,23,28,36,43,53,54,34,18,17,6,13,7,7,3,3,526,23,45,38,20,16,6,3,12,19,38,42,32,53,50,45,7,14,13,11,11,5,7,16
1500000US040134223074,040134223074,"Block Group 4, Census Tract 4223.07, Maricopa County, Arizona",1636,784,92,49,42,17,15,22,20,106,127,61,57,38,50,34,25,7,7,6,4,1,1,0,3,852,93,57,40,26,27,22,32,95,117,96,50,41,47,36,28,10,6,6,5,7,6,3,2
1500000US040134223081,040134223081,"Block Group 1, Census Tract 4223.08, Maricopa County, Arizona",1946,1002,82,84,77,49,26,14,25,67,98,86,70,78,84,65,35,12,9,7,9,13,8,3,1,944,68,74,84,39,36,21,10,60,79,84,76,61,71,67,34,17,16,10,4,11,8,7,7
1500000US040134223082,040134223082,"Block Group 2, Census Tract 4223.08, Maricopa County, Arizona",1544,736,51,51,77,38,23,6,2,28,42,55,56,74,62,61,42,15,14,7,10,10,9,2,1,808,61,84,82,42,16,7,3,19,41,62,66,65,71,55,49,11,18,9,17,15,5,5,5
1500000US040134223083,040134223083,"Block Group 3, Census Tract 4223.08, Maricopa County, Arizona",1986,994,58,92,96,37,30,9,13,48,55,71,77,83,89,75,51,25,19,14,17,14,8,8,5,992,49,82,103,42,19,10,13,38,56,74,75,78,93,77,50,29,25,15,19,18,6,10,11
1500000US040134223091,040134223091,"Block Group 1, Census Tract 4223.09, Maricopa County, Arizona",1324,633,53,42,67,35,16,8,9,13,62,60,49,62,50,34,30,7,12,3,6,7,6,0,2,691,43,47,65,27,24,11,8,22,68,65,68,61,49,42,28,13,10,9,9,9,3,7,3
1500000US040134223092,040134223092,"Block Group 2, Census Tract 4223.09, Maricopa County, Arizona",2381,1192,65,94,111,64,48,16,20,44,58,67,83,110,122,112,70,12,25,12,21,18,8,8,4,1189,71,82,104,71,33,19,8,37,57,81,86,122,131,103,67,17,21,15,19,17,10,12,6
1500000US040134223093,040134223093,"Block Group 3, Census Tract 4223.09, Maricopa County, Arizona",1641,804,43,72,64,34,28,12,11,33,71,86,58,60,75,44,44,17,22,9,11,6,0,3,1,837,65,56,63,39,26,11,9,46,78,69,60,76,57,58,54,21,15,5,7,6,9,6,1
1500000US040134224011,040134224011,"Block Group 1, Census Tract 4224.01, Maricopa County, Arizona",1955,970,94,79,57,31,35,29,20,82,141,84,82,64,51,43,35,7,5,6,9,8,6,1,1,985,95,60,61,34,27,26,36,86,129,106,66,70,57,54,28,7,20,5,2,8,5,1,2
1500000US040134224012,040134224012,"Block Group 2, Census Tract 4224.01, Maricopa County, Arizona",609,271,22,25,32,13,12,1,1,7,19,19,13,23,14,17,12,3,6,7,3,4,8,5,5,338,19,22,17,6,7,4,7,12,17,18,18,20,26,14,21,6,11,5,7,29,16,21,15
1500000US040134224013,040134224013,"Block Group 3, Census Tract 4224.01, Maricopa County, Arizona",743,380,28,47,35,17,13,3,5,17,29,27,39,35,34,17,13,5,9,1,2,1,3,0,0,363,25,41,40,18,13,4,2,12,24,34,34,27,32,21,15,5,4,2,2,0,4,2,2
1500000US040134224021,040134224021,"Block Group 1, Census Tract 4224.02, Maricopa County, Arizona",2261,1107,80,84,104,80,37,15,25,67,93,76,68,69,70,79,64,19,25,3,20,15,6,4,4,1154,87,84,89,70,48,20,25,62,88,84,70,82,86,95,54,21,30,14,10,7,16,5,7
1500000US040134224022,040134224022,"Block Group 2, Census Tract 4224.02, Maricopa County, Arizona",1145,560,32,33,40,39,12,6,8,10,23,16,27,34,44,67,49,21,24,12,18,19,15,4,7,585,21,35,43,25,14,6,8,15,29,25,31,38,53,73,54,29,26,8,12,13,11,10,6
1500000US040134224023,040134224023,"Block Group 3, Census Tract 4224.02, Maricopa County, Arizona",1571,773,67,92,73,33,14,6,9,19,82,53,51,42,48,39,41,18,19,9,17,20,12,3,6,798,75,55,62,47,18,15,5,30,57,61,60,47,54,50,43,16,22,13,23,17,14,7,7
1500000US040134224031,040134224031,"Block Group 1, Census Tract 4224.03, Maricopa County, Arizona",1921,909,46,54,76,59,16,20,15,23,48,53,62,69,88,87,55,21,29,7,23,20,13,7,18,1012,47,63,78,44,33,4,8,19,49,52,60,97,97,106,66,20,23,15,18,22,23,26,42
1500000US040134224032,040134224032,"Block Group 2, Census Tract 4224.03, Maricopa County, Arizona",2102,1025,60,57,95,67,41,13,8,38,59,77,69,82,106,78,64,21,28,10,20,14,11,4,3,1077,57,70,99,71,37,13,15,40,63,57,64,102,112,99,66,16,21,13,15,17,9,9,12
1500000US040134224033,040134224033,"Block Group 3, Census Tract 4224.03, Maricopa County, Arizona",1166,597,44,44,59,38,12,5,6,15,43,41,41,50,48,35,32,7,19,13,13,12,6,12,2,569,45,48,49,25,10,8,4,26,41,43,33,34,42,39,30,11,21,10,10,16,12,7,5
